ID;NAME;START_NODE_ID;END_NODE_ID;SEG_TYPE_ID;DEFAULT_LENGTH;AVG_DURATION;VISIBLE
12406;507_Boavista_Cordoaria;4;18;1;3050;13;Y
8045;502_Bolhao_Praca da Republica;23;72;1;1020;1;Y
8046;502_Praca da Republica_Bolhao;72;23;1;900;1;Y
12407;507_Boavista_Rotunda AEP;4;52;1;3500;10;Y
8048;502_Boavista_Praca da Republica;4;72;1;1660;1;Y
12408;507_Rotunda AEP_Boavista;52;4;1;2900;10;Y
8050;502_Pinheiro Manso_Boavista;305;4;1;2060;1;Y
8051;502_Pinheiro Manso_Castelo do Queijo;305;15;1;3070;1;Y
8052;502_Castelo do Queijo_Pinheiro Manso;15;305;1;3200;1;Y
11488;Fonte da Moura_UOF;3;11;2;2100;1;Y
11565;205_Areosa_Hospital de S.Joao Exterior;27;1486;1;1460;1;Y
8055;506_Hospital de S.Joao_S.Mamede;28;39;1;3140;1;Y
8058;506_S.Mamede_Padrao da Legua;39;606;1;2140;1;Y
8059;506_Padrao da Legua_S.Mamede;606;39;1;2360;1;Y
11405;801_Bolhao_Campo 24 Agosto;82;183;1;2000;1;Y
11406;801_Campo 24 Agosto_Bolhao;183;82;1;2000;1;Y
8089;600_Amial-Ponte da Pedra;73;74;1;2490;1;Y
8090;600_Ponte da Pedra_Amial;74;73;1;2290;1;Y
11487;UOF_Fonte da Moura;11;3;2;5000;1;Y
11566;205_Hospital de S.Joao Exterior_Amial;1486;73;1;1040;1;Y
8105;601_Freixieiro_Aeroporto;86;107;1;2900;1;Y
8106;601_Aeroporto_Freixieiro;107;86;1;3000;1;Y
8107;706_Hospital de S.Joao_Areosa;28;27;1;1610;1;Y
8108;706_Areosa_Hospital de S.Joao;27;28;1;2080;1;Y
8109;706_Areosa_Parada;27;115;1;5030;1;Y
8110;706_Parada_Areosa;115;27;1;4810;1;Y
8111;706_Parada_Monte Penedo;115;1113;1;4420;1;Y
8112;706_Monte Penedo_Parada;1113;115;1;4100;1;Y
8113;706_Monte Penedo_Travagem;1113;171;1;2890;1;Y
8114;706_Travagem_Monte Penedo;171;1113;1;2920;1;Y
8115;706_Travagem_Ermesinde;171;63;1;1980;1;Y
8116;706_Ermesinde_Travagem;63;171;1;2080;1;Y
8127;803_Rio Tinto(Igreja)_ Rio Tinto(estaca);1126;1127;1;1070;1;Y
8145;205_Campanha_Freixo;34;51;1;1580;1;Y
8146;205_Freixo_S.Roque;51;7;1;2990;1;Y
8147;205_S.Roque_Areosa;7;27;1;3330;1;Y
8150;205_Amial_Monte dos Burgos;73;42;1;1470;1;Y
8151;205_Monte dos Burgos_Rotunda AEP;42;52;1;2560;1;Y
8155;501_Boavista_Bairro de Francos;4;910;1;1500;1;Y
8156;501_Bairro de Francos_Aldoar;910;13;1;4350;1;Y
8157;501_Aldoar_Carcavelos;13;14;1;1570;1;Y
8158;501_Carcavelos_Matosinhos;14;1106;1;1050;3;Y
8164;508_Freixieiro_Cabo do Mundo;86;76;1;4320;1;Y
8165;803_Bom Sucesso_Carvalhido;60;104;1;1300;1;Y
8166;803_Carvalhido_Hospital de S.Joao;104;28;1;4850;1;Y
9346;204_Foz_Lordelo;946;30;1;2940;8;Y
12747;UON_Areias;1;1746;2;5000;20;Y
9345;204_Lordelo_Foz;30;946;1;3150;8;Y
12748;Areias_UON;1746;1;2;9300;20;Y
10185;Codiceira_UOF;64;11;2;18100;1;Y
11207;604_Padrao de Moreira_Crestins;806;527;1;1930;1;Y
11208;604_Crestins_Padrao de Moreira;527;806;1;1930;1;Y
13145;907_Bom Sucesso_Candal;60;20;1;5420;15;Y
13146;907_Candal_Bom Sucesso;20;60;1;4880;15;Y
11807;22_Carmo_Praca;1226;5;1;540;1;Y
11965;UOF_Bolhao Mercado;11;82;2;9400;1;Y
11966;Bolhao Mercado_UOF;82;11;2;7800;1;Y
11145;UON_Alto da Serra;1;94;2;14400;1;Y
11146;Alto da Serra_UON;94;1;2;14200;20;Y
11665;UON_Dragao;1;1506;2;1;10;Y
11666;Dragao_UON;1506;1;2;4000;10;Y
12725;UON_Bairro de Santo Eugenio;1;142;2;3500;15;Y
1103;Carvalhido_UOF;104;11;2;2500;5;Y
805292;500_Praca da Liberdade_Massarelos;5;68;1;2510;1;Y
805293;500_Massarelos_Praca da Liberdade;68;5;1;3040;1;Y
12925;Areosa_UOF;27;11;2;5000;20;Y
805432;201_Aliados_Praca da Galiza;38;19;1;2980;10;Y
805433;201_Praca da Galiza_Aliados;19;38;1;2170;10;Y
806034;904_Aliados_Gaia Camara;38;908;1;3680;1;Y
1426;604_S.Mamede_Hospital de S.Joao;39;28;1;2540;5;Y
1457;61_S.Mamede_Formiga;39;125;1;6900;14;Y
1459;61_Formiga_Valongo;125;122;1;7560;18;Y
1461;61_Valongo_Formiga;122;125;1;7110;18;Y
1463;61_Formiga_S.Mamede;125;39;1;6960;13;Y
1469;Valpi_Valongo;127;122;2;5000;1;Y
1470;Valongo_Valpi;122;127;2;5000;1;Y
1472;61_Sra da Hora-Matosinhos;45;16;1;5300;13;Y
1474;61_Matosinhos_Sra da Hora;16;45;1;5630;13;Y
1476;61_Sra da Hora_S.Mamede;45;39;1;4210;14;Y
1478;61_S.Mamede_Sra da Hora;39;45;1;4190;14;Y
806035;904_Gaia Camara_Aliados;908;38;1;3390;1;Y
806334;UOF_Ponte Luiz I;11;1149;2;8000;1;Y
806335;Ponte Luiz I_ UOF;1149;11;2;8000;1;Y
1578;700_Bolhao Mercado_S.Roque;82;7;1;4650;13;Y
1580;700_S.Roque_Seixo;7;137;1;4680;14;Y
1581;700_Seixo_Valongo;137;122;1;6470;18;Y
1583;700_Valongo_Seixo;122;137;1;6080;18;Y
1585;700_Seixo_S.Roque;137;7;1;4400;14;Y
1586;700_S.Roque_Bolhao Mercado;7;82;1;4560;13;Y
1592;700_Seixo_Campo;137;140;1;8290;25;Y
1594;700_Campo_Seixo;140;137;1;8300;25;Y
1600;Valpi_Campo;127;140;2;3110;1;Y
1601;Campo_Valpi;140;127;2;2650;1;Y
1626;Matosinhos_UON;16;1;2;6470;13;Y
1628;UON_Matosinhos;1;16;2;7000;15;Y
1635;206_Viso_Bairro de Stº.Eugenio;2;142;1;2370;6;Y
1637;206_Bairro de Stº. Eugenio_Viso;142;2;1;2000;5;Y
1653;UOF_Carvalhido;11;104;2;3275;7;Y
1654;UOF_Viso;11;2;2;1300;3;Y
1655;Viso_UOF;2;11;2;2500;3;Y
1661;Bom Sucesso_UON;60;1;2;4300;10;Y
1662;UON_Bom Sucesso;1;60;2;4300;15;Y
1663;UON_Aliados;1;38;2;6000;20;Y
1851;UOF_Bom Sucesso;11;60;2;3100;6;Y
10745;UON_S. Pedro da Cova;1;157;2;19000;1;Y
10746;UON_Gondomar;1;134;2;14100;1;Y
11345;200_Cordoaria_Praca da Galiza;18;19;1;2000;1;Y
11346;200_Praca da Galiza_Cordoaria;19;18;1;2000;1;Y
10705;UON_Sonhos;1;161;2;13100;1;Y
11349;600_Amial_S.Mamede;73;39;1;2000;1;Y
11865;UOF_Estadio do Dragao;11;1506;2;5000;1;Y
11866;Dragao_UOF;1506;11;2;5000;1;Y
11427;203_Mercado da Foz_Castelo do Queijo;37;15;1;2620;8;Y
11428;203_Castelo do Queijo_Mercado da Foz;15;37;1;2350;8;Y
2242;UOF_Lidador;11;155;2;2600;5;Y
12765;35_Dragão_Matosinhos;1506;16;1;10000;25;Y
2292;703_Sonhos_Ermesinde;161;63;1;1960;5;Y
12766;35_Matosinhos_Dragão;16;1506;1;10000;25;Y
12767;37_Sto Ovidio_Hospital de S.Joao;53;28;1;10000;25;Y
12768;36_Hospital de S.Joao_Sto Ovidio;28;53;1;10000;25;Y
12769;36_Aeroporto_Norteshopping;107;1186;1;10000;25;Y
2309;201_Boavista_Praca da Galiza;4;19;1;680;5;Y
12770;37_Norteshopping_Aeroporto;1186;107;1;10000;25;Y
2346;Bom Sucesso_UOF;60;11;2;3200;7;Y
12445;205_Rotunda AEP_Lidador;52;155;1;800;1;Y
12771;UOF_Matosinhos;11;16;2;5000;15;Y
12447;205_Lidador_Castelo do Queijo;155;15;1;3580;1;Y
12448;205_Castelo do Queijo_Lidador;15;155;1;3550;1;Y
12666;Barca_UOF;426;11;2;12000;1;Y
12772;Matosinhos_UOF;16;11;2;5000;15;Y
12773;UON_Norteshopping;1;1186;2;3400;15;Y
12774;Norteshopping_UON;1186;1;2;4600;15;Y
2501;Areosa_UON;27;1;2;4900;10;Y
2503;UON_Alto da Maia;1;123;2;8300;14;Y
2522;UOM_Massarelos;170;68;2;50;1;Y
2523;Massarelos_UOM;68;170;2;50;1;Y
2569;UON_Castelo do Queijo;1;15;2;7700;10;Y
2614;5M_Alto da Maia_Areosa;123;27;1;3420;8;Y
2640;502_Praca da Republica-Bolhao;72;23;1;910;3;Y
2661;Bolhao_UON;23;1;2;6300;21;Y
2680;401_S.Roque_Corujeira;7;177;1;3140;12;Y
2745;99_Praca_Carmo;5;18;1;430;13;Y
2751;99_Cordoaria_Praca;18;5;1;600;10;Y
3102;Castelo do Queijo_UON;15;1;2;8900;30;Y
11945;Rio Tinto_UOF;133;11;2;10600;1;Y
10685;Gondomar_UON;134;1;2;13600;1;Y
10905;207_Campanha_Batalha;34;36;1;2230;1;Y
805615;48_Cordoaria_Trindade;18;746;1;5000;1;Y
12845;67_Areosa-Queimodromo;27;1686;1;5000;25;Y
11625;203_Pinheiro Manso_Mercado da Foz;305;37;1;2480;1;Y
805614;48_Trindade_Cordoaria;746;18;1;5000;1;Y
805814;905_Batalha_Gaia Camara;36;908;1;5000;1;Y
805834;UON_Batalha;1;36;2;4500;1;Y
805835;Batalha_UON;36;1;2;4500;1;Y
11626;203_Mercado da Foz_Pinheiro Manso;37;305;1;2470;1;Y
806396;Praca Cidade Salvador_UOF;800266;11;2;5000;1;Y
12605;204_Carvalhido_Casa da Musica;104;1112;1;1540;5;Y
3862;UOF_Aeroporto;11;107;2;10800;19;Y
3863;Aeroporto_UOF;107;11;2;11500;19;Y
4062;UON_Parada;1;115;2;3400;13;Y
4122;UOF_Rotunda AEP;11;52;2;1900;3;Y
4123;Rotunda AEP_UOF;52;11;2;1800;3;Y
4286;401_Antas_Campo 24 Agosto;8;183;1;2070;4;Y
4542;Monte dos Burgos_UOF;42;11;2;3650;9;Y
4662;UON_S.Roque;1;7;2;7600;24;Y
4663;S.Roque_UON;7;1;2;7500;24;Y
5042;S.Pedro da Cova_UON;157;1;2;18000;24;Y
5162;7M_Corujeira_Campo 24 Agosto;177;183;1;2140;6;Y
5262;Santo Ovidio_UON;53;1;2;12700;20;Y
5263;UON_Santo Ovidio;1;53;2;13000;20;Y
5665;1_Infante_Massarelos;67;68;1;1480;10;Y
5668;1_Passeio Alegre_Massarelos;25;68;1;2960;15;Y
5785;UON_Campanha;1;34;2;9400;1;Y
5786;Campanha_UON;34;1;2;9400;1;Y
5927;S.Roque_UOF;7;11;2;8100;15;Y
5945;Cabo do Mundo_UOF;76;11;2;10300;1;Y
6245;Leca_UOF;75;11;2;6900;20;Y
6469;Esposade_UOF;90;11;2;7500;14;Y
10625;UON_RioTinto(estacao);1;1127;2;7900;1;Y
12007;5M_Marques_Aliados;9;38;1;2100;1;Y
6665;UON_Bolhao;1;23;2;5800;30;Y
6666;UON_Ermesinde;1;63;2;13400;25;Y
6667;Ermesinde_UON;63;1;2;12800;25;Y
6690;45-C.Mundo-Freixieir;76;86;1;3650;10;Y
12009;603_Marques_Hospital de S.Joao;9;28;1;3920;1;Y
6805;Infante_UOF;67;11;2;5000;20;Y
12585;UOF_Ponte de Moreira;11;1546;2;12800;20;Y
12525;Rio Tinto(estacao)_UON;1127;1;2;5800;1;Y
12586;Ponte de Moreira_UOF;1546;11;2;11500;20;Y
6854;3M_Araujo-Monte dos Burgos;41;42;1;4360;12;Y
6965;UOF_Campanha;11;34;2;10400;20;Y
6966;Campanha_UOF;34;11;2;10000;20;Y
13265;UOF_Campo 24 de Agosto;11;183;2;5000;20;Y
400201;Bolhao_Valpi;82;127;2;10000;20;Y
400203;Valpi_Bolhao;127;82;2;10000;20;Y
400491;1M_Castelo do Queijo_Mercado da Foz;15;37;1;3070;5;Y
400723;3M_Monte dos Burgos_Aliados;42;38;1;5010;13;Y
7165;Codiceira_UON;64;1;2;17300;30;Y
805774;UOF_Infante;11;67;2;6100;1;Y
7305;1M_Aliados_Massarelos;38;68;1;2640;5;Y
7306;1M_Massarelos_Aliados;68;38;1;2910;5;Y
7312;500_Castelo do Queijo_Passeio Alegre;15;25;1;2860;5;Y
7319;4M_Amial_Ponte da Pedra;73;74;1;2490;5;Y
7321;4M_Ponte da Pedra_Maia;74;40;1;3700;8;Y
7323;8M_Aliados_Campo 24 Agosto;38;183;1;1210;3;Y
7331;8M_Stª Eulalia_S.Pedro da Cova;93;157;1;2610;8;Y
7332;8M_S.Pedro da Cova_Stª Eulalia;157;93;1;2550;8;Y
7339;9M_S.Roque-Gondomar;7;134;1;7110;13;Y
7342;9M_Gondomar-S.Roque;134;7;1;6320;13;Y
7343;12M_Aliados_Praca da Galiza;38;19;1;2040;5;Y
7344;12M_Praca da Galiza_Aliados;19;38;1;3030;5;Y
7345;12M_Praca da Galiza_Candal;19;20;1;5350;5;Y
7346;12M_Candal_Praca da Galiza;20;19;1;4880;5;Y
7347;12M_Candal_Coimbroes;20;21;1;1370;7;Y
7348;12M_Coimbroes_Candal;21;20;1;1100;5;Y
7349;12M_Coimbroes_Gaiashopping;21;99;1;2180;5;Y
7350;12M_Gaiashopping_Coimbroes;99;21;1;2150;5;Y
7365;5M_Aliados_Marques;38;9;1;2100;3;Y
7367;5M_Marques_Areosa;9;27;1;3420;10;Y
7369;5M_Areosa_Alto da Maia;27;123;1;2950;8;Y
7373;11M_Aliados_Camara de Gaia;38;908;1;3180;8;Y
7374;11M_Camara de Gaia_Aliados;908;38;1;3210;8;Y
7376;11M_Coimbroes_Camara de Gaia;21;908;1;3270;7;Y
7389;3M_Monte dos Burgos_Araujo;42;41;1;4320;8;Y
7392;7M_Campo 24 Agosto_Aliados;183;38;1;1390;3;Y
804972;Campo_UOF;140;11;2;20800;30;Y
7403;13M_Aliados_Boavista;38;4;1;2820;10;Y
7404;13M_Boavista_Aliados;4;38;1;3430;10;Y
1;UON_Viso;1;2;2;3900;7;Y
11325;UOF_Rio Tinto;11;133;2;11800;1;Y
4;201_Fonte da Moura_Boavista;3;4;1;3010;15;Y
9;Praca_UON;5;1;2;6100;153;Y
10;UON_Praca;1;5;2;6000;89;Y
19;Viso_UON;2;1;2;4000;9;Y
11845;UOF_Trindade;11;746;2;5800;1;Y
11846;Trindade_UOF;746;11;2;6400;1;Y
12085;UOF_Marques;11;9;2;4700;1;Y
12086;Marques_UOF;9;11;2;5600;1;Y
12105;UOF_Maia Forum;11;1109;2;11000;1;Y
12665;Bairro de Santo Eugenio_UON;142;1;2;2700;10;Y
138;Praca_UOF;5;11;2;7100;11;Y
139;UOF_Praca;11;5;2;5500;11;Y
140;Boavista_UOF;4;11;2;3100;6;Y
141;UOF_Boavista;11;4;2;2700;6;Y
145;UOF_Castelo do Queijo;11;15;2;4900;13;Y
146;Castelo do Queijo_UOF;15;11;2;4900;7;Y
165;UOF_Cordoaria;11;18;2;5000;10;Y
166;Cordoaria_UOF;18;11;2;5300;10;Y
303;UOF_Aliados;11;38;2;5600;11;Y
304;Aliados_UOF;38;11;2;6700;11;Y
306;UOF_Monte dos Burgos;11;42;2;3100;7;Y
307;UOF_Hospital de S.Joao;11;28;2;6000;15;Y
308;Hospital de S.Joao_UOF;28;11;2;5500;13;Y
386;UON_Hospital de S.Joao;1;28;2;3800;8;Y
387;Hospital de S.Joao_UON;28;1;2;2000;3;Y
427;UON_Marques;1;9;2;5400;51;Y
428;Marques_UON;9;1;2;5000;34;Y
525;4M_Ponte da Pedra_Amial;74;73;1;2290;7;Y
773;UON_Cordoaria;1;18;2;7200;14;Y
774;Cordoaria_UON;18;1;2;6900;15;Y
831;704_Areosa_Hospital de S.Joao;27;28;1;1700;3;Y
7431;10M_Santo Ovidio_Vila d'Este;53;146;1;3280;8;Y
7432;10M_Vila d'Este_Santo Ovidio;146;53;1;3250;8;Y
804247;89_Stº Ovidio_Aliados;53;38;1;10000;25;Y
804245;89_Aliados_Sto Ovidio;38;53;1;10000;25;Y
804209;79_Aliados_Areosa;38;27;1;5500;1;Y
804211;79_Areosa_Aliados;27;38;1;5500;1;Y
805554;Araujo_UOF;41;11;2;8000;1;Y
806415;100_Boavista_Batalha;4;36;1;5000;1;Y
804445;Alfandega_UON;50;1;2;9000;1;Y
806416;100_Boavista_Rotunda do Bessa;4;800447;1;3000;1;Y
805916;Praca da Galiza_ UOF;19;11;2;5000;1;Y
805954;809_ Infante_Serralves;67;1246;1;5000;1;Y
805955;809_Serralves_Infante;1246;67;1;5000;1;Y
806414;100_Batalha_Boavista;36;4;1;5000;1;Y
806417;100_Rotunda do Bessa_Boavista;800447;4;1;3000;1;Y
806418;100_Rotunda do Bessa_Rotunda AEP;800447;52;1;2000;1;Y
807564;UON_Maia-Zoo;1;1306;2;6600;1;Y
807565;Maia-Zoo_UON;1306;1;2;8200;1;Y
807571;205_Campanha_S.Roque;34;7;1;4570;1;Y
807572;205_S.Roque_Campanha;7;34;1;4270;1;Y
807573;205_S.Roque_H.S.Joao;7;1486;1;4790;1;Y
807574;205_H.S.Joao_S.Roque;28;7;1;4710;1;Y
807575;205_H.S.Joao_Monte dos Burgos;1486;42;1;1255;1;Y
807576;205_Monte dos Burgos_H.S.Joao;42;28;1;2600;1;Y
807577;205_Monte dos Burgos_Lidador;42;155;1;3360;1;Y
807578;205_Lidador_Monte dos Burgos;155;42;1;3300;1;Y
807594;UON_Amial;1;73;2;2600;1;Y
807595;Amial_UON;73;1;2;600;1;Y
807596;UON_Maia;1;40;2;6800;1;Y
807597;Maia_UON;40;1;2;8000;1;Y
807694;300_Santa Luzia_H.S.Joao;65;28;1;3220;1;Y
807878;108_Matosinhos Mercado_C.Queijo;1066;15;1;2890;1;Y
807879;108_C.Queijo_Matosinhos Mercado;15;1066;1;2520;1;Y
807978;920_Ponte.D.Luis_Largo Aviadores;1149;800527;1;1600;1;Y
807979;920_Largo Aviadores_Ponte D.Luis;800527;1149;1;1700;1;Y
807980;920_Largo Aviadores_S.Ovidio;800527;53;1;1100;1;Y
807981;920_S.Ovidio_Largo Aviadores;53;800527;1;1400;1;Y
807982;UON_Ponte Luis I;1;1149;2;11600;1;Y
807983;Ponte Luis I_UON;1149;1;2;11600;1;Y
807998;Amial_UOF;73;11;2;4900;1;Y
808021;150_Gomes da Costa_Praça do Imperio;800647;800648;1;2450;1;Y
808019;150__Boavista_Gomes da Costa;4;800647;1;3000;1;Y
808020;150_Gomes da Costa_Boavista;800647;4;1;3000;1;Y
808022;150_Praça do Imperio_Gomes da Costa;800648;800647;1;2450;1;Y
808023;151_Gomes da Costa_Rotunda Anemona;800647;800266;1;3080;1;Y
808024;151_Rotunda Anemona_Gomes da Costa;800266;800647;1;3080;1;Y
808025;151_Boavista_Gomes da Costa;4;800647;1;3000;1;Y
808026;151_Gomes da Costa_Boavista;800647;4;1;3000;1;Y
808038;UON_Queimodromo;1;1686;2;8600;1;Y
808039;Queimodromo_UON;1686;1;2;8600;1;Y
808058;UON_Matosinhos-Praia;1;1106;2;8000;1;Y
808059;Matosinhos-Praia_UON;1106;1;2;8200;1;Y
808060;UON_B.Francos;1;910;2;4100;1;Y
808138;69_Areosa_Queimodromo;27;1686;1;9500;1;Y
808118;UON_Araujo;1;41;2;5500;1;Y
808119;Araujo_UON;41;1;2;5500;1;Y
808139;69_Queimodromo_Areosa;1686;27;1;9500;1;Y
808140;UON_Areosa;1;27;2;5300;1;Y
808141;68_Aliados_Queimodromo;38;1686;1;10000;1;Y
807494;UON_Maia-Forum;1;1109;2;6800;1;Y
807514;UON_Candal;1;20;2;8600;1;Y
807515;Candal_UON;20;1;2;8600;1;Y
807516;UON_Cabine;1;110;2;12000;1;Y
807517;Cabine_UON;110;1;2;12000;1;Y
807518;UON_Valadares;1;113;2;13000;1;Y
807519;Valadares_UON;113;1;2;13000;1;Y
807524;UON_Madalena;1;112;2;10800;1;Y
807525;Madalena_UON;112;1;2;10800;1;Y
807534;UON_PR.D.Joao I;1;800427;2;6100;1;Y
807918;809_Palacio_Alfandega;800627;50;1;2500;1;Y
807569;604_Padrao de Moreira_Aeroporto;806;107;1;4790;1;Y
807570;604_Aeroporto_Padrao de Moreira;107;806;1;4980;1;Y
807579;UON_Casa da Musica;1;1112;2;3800;1;Y
807580;Casa da Musica_UON;1112;1;2;3700;1;Y
807581;UON_Foz;1;946;2;7100;1;Y
807582;Foz_UON;946;1;2;8100;1;Y
807614;UON_Vale Formoso;1;1286;2;3500;1;Y
807615;Vale Formoso_UON;1286;1;2;2500;1;Y
807638;UOF_Valadares Estação;11;163;2;10000;1;Y
807639;Valadares Estação_UOF;163;11;2;10000;1;Y
807640;403_Casa da Musica_Massarelos;1112;68;1;2100;1;Y
807641;403_Massarelos_Casa da Musica;68;1112;1;2000;1;Y
807714;UON_Boavista;1;4;2;3900;1;Y
807715;Boavista_UON;4;1;2;4200;1;Y
807716;UON_S.Bento;1;1026;2;6300;1;Y
807717;S.Bento_UON;1026;1;2;6600;1;Y
807919;809_Alfandega_Palacio;50;800627;1;2200;1;Y
807920;UOF_Palacio;11;800627;2;4000;1;Y
807921;Palacio_UOF;800627;11;2;4000;1;Y
807922;UOF_Alfandega;11;50;2;5000;1;Y
807923;Alfandega_UOF;50;11;2;5000;1;Y
808078;48_Palacio_C.Queijo;800627;15;1;6500;1;Y
808079;48_C.Queijo_Palacio;15;800627;1;6500;1;Y
807474;809_Marques-Monte Cativo;9;800607;1;1500;1;Y
807475;809_Monte Cativo_Marqes;800607;9;1;1200;1;Y
807554;502_Bolhao_Casa da Musica;23;1112;1;2720;1;Y
807555;502_Boavista_Bolhao;4;23;1;2560;1;Y
807556;503_Bom Sucesso_Pinheiro Manso;60;305;1;4090;1;Y
807557;503_Pinheiro Manso_Bom Sucessso;305;60;1;3740;1;Y
807754;300_Campo 24 de Agosto_Praça D.João I;183;800427;1;1460;1;Y
807756;301_Cordoaria_Campo 24 de Agosto;18;183;1;1800;1;Y
807560;803_H.S.Joao_Rio Tinto(estação);28;1127;1;4330;1;Y
807561;803_Rio Tinto(estaçao)_H.S.Joao;1127;28;1;4330;1;Y
807562;803_Rio Tinto(estaçao)_Rio Tinto;1127;133;1;3710;1;Y
807568;Areias_UOF;1746;11;1;11620;1;Y
807566;Freixo_UOF;51;11;2;9400;1;Y
807567;UOF_Areias;11;1746;2;13420;1;Y
807634;UON_Monte dos Burgos;1;42;2;1400;1;Y
807635;Monte dos Burgos_UON;42;1;2;2000;1;Y
807636;UON_Lidador;1;155;2;3000;1;Y
807637;Lidador_UON;155;1;2;3000;1;Y
807674;704_H.S.Joao_Alto da Maia;28;123;1;4800;1;Y
807675;704_Alto da Maia_H.S.Joao;123;28;1;4930;1;Y
807676;304_Aliados_Vale Formoso;38;1286;1;2280;1;Y
807755;300_Praça D.João I_Carvalhido;800427;104;1;3180;1;Y
807774;200_Castelo do Queijo_Anémona;15;800266;1;1000;1;Y
807775;200_Anémona_Castelo do Queijo;800266;15;1;1000;1;Y
807838;500_Castelo do Queijo_Anemona;15;800266;1;1000;1;Y
807839;500_Anemona_Castelo do Queijo;800266;15;1;1000;1;Y
807898;Aliados_Bolhão;38;23;1;1000;1;Y
807958;910_Cordoaria_Ribeira;18;907;1;3600;1;Y
807959;910_Ribeira_S.Bento;907;1026;1;800;1;Y
807962;910_S.Bento_Ribeira;1026;907;1;800;1;Y
807963;910_Ribeira_ S.Bento;907;18;1;3500;1;Y
807454;38_Parque Oriental_S Roque;800587;7;1;3000;1;Y
807455;38_S.Roque_ Estadio Dragão;7;1506;1;1000;1;Y
807456;38_Estadio Dragão_ Parque Oriental;1506;800587;1;2600;1;Y
807458;Parque Oriental_ UOF;800587;11;2;3000;1;Y
807654;UON_Aldoar;1;13;2;6200;1;Y
807655;Aldoar_UON;13;1;2;6200;1;Y
807659;Ponte Moreira_UON;1546;1;2;10100;1;Y
807660;Guardeiras_UON;400041;1;2;10900;1;Y
807658;UON_Ponte Moreira;1;1546;2;9000;1;Y
807661;903_Casa da Musica_Candal;1112;20;1;6560;1;Y
807662;903_Candal_Casa da Musica;20;1112;1;6010;1;Y
805974;UON_Campo 24 de Agosto;1;183;2;3500;1;Y
8625;502_Castelo do Queijo_Matosinhos;15;1066;1;2520;1;Y
8626;502_Matosinhos_Castelo do Queijo;1066;15;1;2890;1;Y
8645;1_Massarelos_Passeio Alegre;68;25;1;3180;1;Y
8665;18_Massarelos_Carmo;68;1226;1;1470;10;Y
8666;18_Carmo_Massarelos;1226;68;1;1710;10;Y
